Homework_1,Homework_2,Homework_3,Homework_4,Homework_5,Homework_6,Homework_7,Homework_8,Homework_9,Homework_10,Homework_11,Homework_12,Homework_13,Homework_14,Quiz_2,Quiz_3,Quiz_4,Quiz_5,Quiz_6,Quiz_7,Quiz_8,Quiz_9,Quiz_10,Quiz_11,Exam_1,Exam_2,Exam_3,Final_Exam
14.89,15,14.9,14.78,15,15,14.8,10.25,15,15,15,15,15,15,6,6,6,10,7,6,4,2,9,7,13,4,9,7
8.61,10.57,,9.9,8.93,13.42,10.6,6.07,9,10.83,0,7.67,,,8,6,8,3,8,3,0,0,,,4,4,3,7
13.56,14.04,10.47,11.63,6.88,13.58,14.6,12.45,14.33,14.08,13.8,5.67,0,,5,3,4,4,4,3,8,4,3,4,19,8,2,7
15,15,15,15,15,15,15,15,15,14.88,15,13,15,0,8,8,7,8,10,10,10,10,8,10,30,23,25,6
15,15,14.3,15,15,15,2,15,7.1,11.13,10.68,6.67,1.67,,7,3,4,8,3,5,6,2,2,6,15,11,17,6
1,10.07,11.25,,8.67,,0,9.3,9.48,0.67,0,,0,,7,8,4,1,0,3,5,7,,7,22,3,14,6
14.89,13.11,9.55,13.83,9,13.5,8.5,13.33,12.63,14.75,13,14.5,15,15,7,10,7,8,7,10,9,5,7,9,9,8,13,6
15,15,15,14.83,14.63,15,14.8,13,12.96,15,10.67,13.67,11,,6,10,5,6,8,6,7,5,7,10,7,16,12,6
15,14,13.5,15,13,10.33,13,13.55,12.11,,15,15,15,,7,10,10,8,3,8,7,7,8,9,11,11,12,6
14.78,15,14.9,13.63,14.25,14,14.5,14.17,14.67,14.42,14.67,,15,,5,9,7,8,6,5,6,3,5,10,27,5,12,6
13.28,12.71,,2,7.38,,,,,,,,,,9,4,4,3,10,3,4,,,,14,15,7,6
14.06,15,13.8,14.83,14,13.81,15,11.9,14.08,,11,13.25,7,,4,5,7,10,10,10,3,6,1,9,18,7,2,6
15,15,12.2,14.72,13.46,15,14.3,10.95,2,1,0,,,,3,7,6,8,4,8,,4,,,25,6,1,6
7.28,,,5.83,,,0.5,1.92,,,14.86,7,,,6,2,1,9,6,1,3,8,,1,18,13,17,5
15,15,15,15,15,15,14.5,15,15,13.58,15,13.75,2,8,5,4,4,6,1,3,10,5,,10,11,20,12,5
0,15,1,4,7.33,14.38,2.5,14.2,14.83,12.75,6.76,2.25,11.25,1,10,10,0,0,5,0,0,0,0,0,21,14,12,5
15,13.38,12,14,12.83,10.77,12.05,10.08,4.72,11.46,10.95,12,13.25,,3,6,8,1,2,1,5,1,1,6,14,5,10,5
15,13.52,15,12.56,13.88,13.54,13.7,14.38,14.14,12.08,13.52,11.33,6.92,15,9,4,8,5,8,8,,4,6,0,32,24,6,5
15,15,15,14.83,12.25,15,15,13.75,12,,14,13,14.75,,7,4,4,10,4,4,3,3,3,7,13,11,5,5
15,15,14.5,12.72,14.5,14.5,14.3,12.85,14.25,12.17,10.87,13.08,12,14,7,2,5,10,2,0,9,2,0,5,2,6,2,5
15,14.36,14.2,,13.88,14.88,15,13.58,,14.54,,,,,7,8,7,1,5,7,4,7,3,2,20,12,1,5
12.39,11.71,14.5,14.52,13,13.38,11.5,13.75,13.93,12.25,,11.58,,,6,2,10,10,10,10,4,2,10,7,13,15,,5
14.89,14.33,14.17,14,13.26,14.71,14.6,12.82,11.49,14.67,13.11,15,13.42,6,10,8,7,7,10,4,5,4,5,7,30,12,16,4
15,15,15,15,14.75,15,15,12.5,13.45,12.75,15,12.25,12.75,14,10,7,,8,8,9,8,4,,10,20,10,9,4
12.5,12.04,14,12.47,13.5,12.88,14,11.42,12.86,13.88,4.5,0,13.5,0,6,2,3,7,6,6,7,6,2,10,23,8,9,4
15,15,15,9.94,,13.5,15,0,,7,11.39,7.17,15,,7,0,10,10,10,10,4,0,8,10,28,16,7,4
13.78,9.71,13.15,12.94,13.5,15,14.5,10.65,13.74,13.71,14.47,14.5,12.42,15,1,0,2,2,4,6,1,2,4,7,18,7,5,4
10.94,14.19,3.83,13.67,,,8.1,12.92,13.64,12.25,9.4,13.42,14,,7,4,5,6,2,4,10,5,8,4,10,15,1,4
15,15,14.9,14.83,14.25,15,15,14.4,15,14.5,7,,,,4,7,5,6,10,6,10,10,10,8,15,6,0,4
14.67,14.67,12.57,10.43,13.5,14,15,4,,15,15,15,,,10,8,1,7,10,5,6,3,5,10,26,11,11,3
12.67,14.67,14.65,14.06,15,11.04,14,12.48,14.93,14.17,14.67,13.42,,,9,6,8,8,9,7,7,9,9,9,17,13,10,3
15,5,10,12,5,14,15,13,7,5,5,3,5,,7,7,5,10,8,2,9,4,0,10,5,5,9,3
15,11,9.5,15,15,15,15,3.17,15,15,15,15,15,0,5,3,5,10,4,8,10,,10,10,28,27,2,3
0.5,6.86,,,,,,,,,,,,,5,3,6,6,0,0,0,0,0,0,4,2,0,3
,11.32,7.17,2,11.79,10.34,12.5,0,2.86,5.67,0,1.67,,,5,4,5,5,4,2,6,6,6,0,18,12,18,2
14.56,14.21,13.8,14.33,12.83,13.71,14.55,13.3,14.83,14.5,13.67,13.67,15,15,6,6,7,7,7,4,5,0,6,6,22,11,14,2
14.39,15,15,15,14.5,15,15,15,15,15,15,15,15,15,7,10,8,5,6,5,5,7,5,3,22,13,10,2
13,15,15,15,13.75,14.75,14.5,13,,,,,,,5,2,8,10,3,5,6,2,2,9,27,9,4,2
11.11,13,15,11.89,11.38,12.5,7.8,9.6,3.2,4,2.71,6,11.92,15,3,1,0,5,0,0,1,4,1,2,9,6,2,2
0,8.18,0.5,,,2.46,0.2,0.93,6.58,4.67,4.51,2,4,10.67,1,,0,3,,3,0,0,0,0,7,1,0,2
6,9.67,10.75,11.89,1,5.67,0,,0,0,3,,,,0,0,1,2,1,10,2,6,,10,2,1,0,2
15,6,11,3,5.75,8.75,,0,0,,,,,,9,4,0,4,6,,,,,,14,9,,2
15,13.86,15,14.78,8.17,15,14.5,14.5,14.63,14.83,15,15,15,15,8,,6,3,0,2,3,4,5,6,13,2,15,1
15,15,15,12,14.75,14.48,15,15,14.93,14.42,15,15,15,,1,9,10,6,4,0,10,8,10,10,12,9,11,1
13.44,13.86,7.47,10.25,10.43,12.63,0,5.13,0.67,,,,,,4,4,6,6,7,6,6,4,0,0,13,12,9,1
15,15,15,15,15,15,15,15,15,15,15,15,15,15,6,3,6,5,1,4,6,5,5,6,2,18,5,1
14.89,14.86,15,13.72,11.21,15,,7.3,11.11,6.67,,8.25,12.75,,8,7,10,7,3,0,9,8,0,5,16,14,4,1
12.83,13.23,8.5,12.39,12.92,14.54,8.5,10.2,2.73,10.75,,,5,0,6,4,6,8,6,3,10,4,4,3,11,8,4,1
,12.67,14,,14.25,13.5,10.9,5.7,,15,8.14,14.33,14.33,0,1,6,10,6,10,9,5,6,6,10,2,3,1,1
11.83,10.69,14.17,12.61,11.08,10.21,13.3,1.8,10.04,1,0,,0,,5,4,0,4,5,0,0,2,2,0,7,6,0,1
14.89,14,14,12.81,14.38,14.6,14.4,14.25,14.75,14,14.33,14.83,14.5,15,10,10,9,10,10,8,5,3,5,,2,3,0,1
12.5,15,15,15,14.75,,15,15,15,15,15,2,,,3,2,6,5,1,,,,,,18,15,,1
15,15,,9.56,6.5,,,,,,,,,,0,6,4,2,5,2,,,3,5,18,4,16,0
,,12.97,11.3,13.05,12.21,13.25,,10.23,8,7,2.92,1.25,,1,7,1,1,3,2,,5,3,4,19,8,11,0
15,14.5,11.4,13.14,13,14.1,13.3,9,12.81,10.08,0.33,6.33,12,1.33,4,3,3,5,4,4,8,8,3,6,10,6,8,0
5.83,14.04,13.6,14.02,14.13,13.6,8.1,14.3,15,10.88,15,13.5,9,15,2,2,7,3,0,2,0,0,1,2,1,6,8,0
15,15,2,15,3,14.71,0,,,,,,0,,,5,10,9,5,0,,,,,28,11,7,0
8.5,12,12.9,11.22,8.25,15,11.3,6.93,3,5.75,3.14,,,,8,0,3,5,0,0,0,2,6,0,6,3,6,0
1.5,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,,,1,5,,,4.17,,,,,,,10,4,7,10,6,3,5,4,1,9,38,31,0,0
13.56,12.11,6.5,13.89,12.38,15,15,,,10.67,11.93,4.5,11,,7,7,10,8,4,9,10,5,10,5,20,15,0,0
15,15,15,15,14.88,15,15,15,15,14.21,14,14.5,,,2,1,5,0,0,0,0,0,0,1,2,1,0,0
1,3,,0,,,,,,,,,,,7,1,0,0,0,0,0,0,0,0,3,0,0,0
,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,13.88,14.9,13.72,13.5,14.04,14.8,12.43,13.49,14.21,0,,13,,9,10,10,7,9,,,10,,,32,12,,0
11.69,9.05,13.9,13,9.93,5.67,12.7,11.22,12.32,6.67,,,,,1,2,4,5,0,0,3,2,,,7,5,,0
6.56,13.36,8.42,7.5,11.04,7.33,5.5,5,9.12,,7.17,,,,5,3,2,2,4,2,7,1,1,0,10,4,,0
11.94,12.21,9.53,8.57,9.3,11.57,8.8,3.05,3.78,4.96,2.08,,,,2,2,0,,7,3,4,,,,7,4,,0
15,15,14,14.5,15,15,0,3,10.08,,,,,,,0,2,2,3,,,,,,8,3,,0
15,13.73,15,14.67,15,15,14.1,13.75,14.44,14.75,9.71,14.5,15,14,4,3,7,9,10,3,10,10,6,10,28,22,23,
15,14,14,12,13,12.58,0,12.67,10.83,6,7,13,14.25,5,6,10,7,10,10,8,8,8,10,7,45,34,11,
15,15,13,15,14.88,15,13.85,15,14.83,11.75,15,0,3.75,0,0,2,0,4,5,2,2,2,2,,14,3,10,
15,15,15,,,,,,,,,,,,10,2,3,10,10,6,6,,,,42,19,9,
5.28,11.86,5.75,13.11,1,7.77,0,2.2,,,1,,,,5,5,6,10,5,5,3,,,8,29,25,7,
11.44,11.86,12.9,10.34,12.04,14.88,12.3,12.38,3.4,12.54,6.33,,,,0,5,5,1,0,3,6,1,4,5,26,21,3,
12,15,2.17,11,,13.54,0,11.33,12.17,11,0,14.5,5,,0,0,5,8,6,5,5,6,8,7,7,7,3,
1,,6,11.19,11.13,13.13,14.3,11.25,10,9.67,,,,,1,10,9,4,2,0,5,0,5,0,9,6,3,
14.89,15,14,14,14.88,15,15,14.75,14.42,14.33,13.87,14,,,6,0,10,9,10,5,9,10,8,9,23,1,3,
15,15,13.9,15,13.5,15,14.5,1,10.67,14.75,13.87,12,8.5,,8,10,5,5,7,5,9,8,9,8,21,11,2,
15,15,15,15,15,15,0.2,15,15,15,15,15,11,0,5,6,9,0,6,0,0,5,0,,15,5,2,
12.28,1,13.57,14.39,12,10.83,,1.83,9.46,14,2,,,,0,3,1,3,0,2,10,3,0,,14,15,0,
13.39,12.92,11.63,12.08,10.18,,14.5,13.55,7.21,11.33,12.81,,,14,7,8,7,9,9,6,7,8,2,10,12,13,0,
15,14.73,,14.67,12.8,13.75,13,,12.62,,,,,,0,4,0,5,0,2,8,0,4,,28,8,0,
14.78,14.52,15,14.89,13.38,14.88,13.9,13.55,,,,,,,8,3,2,3,,6,6,2,0,0,19,8,0,
10.5,14.45,7.25,11.89,12.88,13.63,12.6,9.43,5.62,0,,,,,2,2,2,4,5,6,3,6,3,,20,6,0,
14.67,13.11,13.17,15,13.88,13.5,13.9,12.47,0,13.42,,,,,1,4,1,2,2,3,2,1,0,,17,4,0,
13.39,14.5,14.07,13.48,13.5,14.13,14.3,2.67,12.82,12.71,,,,,8,2,1,3,0,2,7,4,,,14,4,0,
1.5,,,,,,,,,,,,,,0,2,3,2,2,0,2,1,0,,8,3,0,
14.78,13.78,0,,13.63,10.96,,,,,,,,,9,7,1,0,6,5,0,0,0,0,6,0,0,
,,14.23,,14.17,14.75,14.4,9.3,15,15,9.03,,,,3,5,5,9,6,3,3,3,6,5,17,26,,
,4,,,2,3.88,0,,,15,,,,,3,1,,,,,,,,,45,21,,
14.28,,13,9.55,,12.21,13.3,,,,2.04,,,,6,2,6,10,4,3,0,0,0,0,18,21,,
10.11,13.55,8.1,7.44,3.13,5.96,13,1.63,8.87,2,0,1.67,,,4,,2,3,,7,8,1,,,19,18,,
13.61,11.67,12.42,10.88,12.05,14.5,10.7,7.85,9.86,,,,,,,6,4,6,9,7,9,,,,16,14,,
,,,,,,,,,,,,,,10,,,,,,,,,,,14,,
13.83,15,15,12.06,12,14,15,2,13,9.75,0,,,,3,5,5,2,6,3,6,8,,,15,13,,
15,15,14.17,12.72,13.8,13.75,13.8,12.33,14,10.96,1,,,,2,3,5,7,4,5,6,,,,5,13,,
14.89,14.86,14,14.71,12.96,,15,14.63,,14.75,,,,,2,1,,,0,1,,,,,14,11,,
15,15,14.4,6.89,10.38,,,,,,,,,,5,2,7,4,3,,,,,,15,9,,
,,,,,,,13,0,,,,,,6,3,1,,3,6,,5,6,,9,8,,
15,,14.75,10.33,,,12.4,,,,,,,,5,8,9,9,3,3,0,0,0,0,27,7,,
15,15,15,,,0,15,1.83,15,,0,,,,7,7,8,10,6,7,5,10,,,36,6,,
15,13.71,14.5,14.22,14,14,15,13.05,14.04,11.5,14.67,,,,7,3,8,2,6,,9,,4,,16,6,,
15,9,3.67,3,3,10.33,0,3.5,11.17,6.75,1,,,,6,3,,3,2,,5,4,,,12,6,,
1,12.71,2.83,2.5,,13.88,4.5,,,,,,,,5,4,3,,4,,,,,,7,5,,
15,15,,12.9,,,14.8,15,,,1,,,,10,6,8,10,5,7,,1,10,9,26,4,,
12.67,13.98,14,,13,13.79,13.8,3.1,9.23,,,8.58,,,6,6,,3,5,3,,,,,14,4,,
,,,,,,,,,,,,,,7,0,,,,,,,,,14,4,,
14.39,14.27,0.5,3,9.5,4.42,,4.5,5,7.67,,,,,5,4,,,,2,5,5,,,,4,,
15,15,15,14.78,14.88,14.13,15,11.98,14.17,13.63,,,,,4,6,8,7,5,4,3,2,,,16,3,,
15,15,15,15,13.75,15,14.8,14.3,15,,13.11,,,,4,2,8,2,4,0,5,0,0,0,14,3,,
14.78,13.5,12.9,10.83,13.42,13.75,13.6,7.52,,,,,,,6,8,8,8,,4,5,,,,11,3,,
,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,15,2,,
,,,,,,,,,,0,,,,7,0,0,5,1,6,6,8,2,8,1,2,,
15,13.29,,15,13.75,14.4,11.3,3,6.33,10,,,,,2,,,,,,,,,,3,0,,
,,5.8,3,,,,,,,,,,,8,0,,7,,5,8,5,,,40,,,
2,,,5.14,0,0,0,,,,,,,,4,4,,2,,,,,0,,16,,,
,,,,,,,,,,,,,,3,3,,,,,,,,,12,,,
12.78,11.86,,,,,,,,,,,,,7,10,3,5,,,,,,,11,,,
0,,,0,,,,,,,,,,,2,,0,2,,0,,,,,11,,,
,13.73,11.08,,,,,,,,,,,,0,1,2,0,3,,2,,,,10,,,
,,,,,,,,,,,,,,,3,2,,,,,,,,8,,,
2,,,,,,,,,,,,,,6,1,,5,,,,,,,8,,,
6.94,14.36,11.9,12.83,12.67,14.17,15,14.75,10.9,,,,,,5,,,5,,,3,,,,6,,,
2,,13.42,2.5,,4.88,,,,,,,,,8,,,,,,,,,,6,,,
1,,,,,,,,,,,,,,10,1,5,,5,5,,,,,4,,,
13.67,15,9.7,8,9.33,9.07,12.5,,0,,,,,,4,,,,,,,,,,4,,,
0,,,,,,0,,,,,,,,,,,,,,,,,,1,,,
,,,,5,,,,,,,,,,,,,,0,,,,,,0,,,
,,,,,,,,,,,,,,0,,,,,,,,,,0,,,
,0,,,,,,,,,,,,,,2,,,,,,,,,,,,
,,,,,,,,,,,,,,3,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,13,,,,,,,,,,,,10,8,5,6,,,1,,,,,,,
0,,,,,,,,,,,,,,1,2,,,,,,,,,,,,
14.89,14.86,9,,,,,,,,,,,,8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,,,,,15,,15,,,,,,0,0,,,,,,,,,,,,
